"number","title","pageid","namespace","length","touched"
"7761","Art_movement","228568","","20370","20260308224221"
"7762","Lottery","228592","","63452","20260329190102"
"7763","Flag_of_Thailand","228596","","15796","20260509104701"
"7764","Semi-generic","228624","","4907","20250218121145"
"7765","Rolf_Schock_Prizes","228658","","11318","20260304165453"
"7766","Donoghue_v_Stevenson","228683","","68891","20260424143558"
"7767","Heptameter","228774","","2566","20260320091157"
"7768","Propylene_glycol","228900","","48301","20260309145402"
"7769","Christopher_Hitchens","228998","","141948","20260429211444"
"7770","Qilin","229052","","22593","20260415220947"
"7771","Old_age","229060","","119361","20260421091640"
"7772","Brooks's_law","229070","","9584","20260427160605"
"7773","Criticism","229072","","9493","20260323193557"
"7774","Hot-dip_galvanization","229091","","8342","20260303041603"
"7775","Linguistic_prescription","229136","","50942","20260406051821"
"7776","Gigue","229196","","3693","20260125185143"
"7777","Nemesis_(Nobel_play)","229214","","2181","20251205102215"
"7778","Old_Left","229224","","23707","20260422074505"
"7779","Stepmother","229235","","16710","20260227090005"
"7780","Frankfurt_School","229236","","41807","20260413141818"
"7781","Vuk_Karadžić","229247","","51784","20260506101808"
"7782","Dieffenbachia","229253","","14077","20260209210806"
"7783","Lyndon_LaRouche","229257","","200916","20260508235855"
"7784","Crumble","229274","","3795","20260421053638"
"7785","Skate_punk","229302","","34071","20260324214058"
"7786","Armenian_Apostolic_Church","229447","","69843","20260507150303"
"7787","Cyberman","229468","","84624","20260327031035"
"7788","Phan_Thi_Kim_Phuc","229551","","39113","20260503053657"
"7789","Popularity","229719","","49457","20260507154028"
"7790","Vatican_Museums","229765","","31935","20260427202839"
"7791","Octameter","229810","","2484","20250701042007"
"7792","Scratching","230004","","29429","20260203120554"
"7793","Pentagon_Papers","230025","","83666","20260507144408"
"7794","Quality_time","230027","","9653","20250515062948"
"7795","Cross-cultural_communication","230079","","68654","20260428161318"
"7796","Veinticinco_de_agosto,_1983","230114","","1729","20250923053929"
"7797","Academic_Free_License","230157","","3830","20251201065908"
"7798","Open_Software_License","230158","","12402","20260212224002"
"7799","Keke_Rosberg","230197","","68140","20260201044920"
"7800","Norman_McLaren","230264","","50908","20260309003210"
"7801","Yak","230271","","27574","20260405170247"
"7802","Kare_Kano","230296","","47410","20260415115443"
"7803","XDCC","230310","","5972","20260503142303"
"7804","Trade_name","230404","","19504","20260329164833"
"7805","Number_96_(TV_series)","230503","","55424","20260507150605"
"7806","Good_Burger","230536","","22767","20260409111551"
"7807","Vanity","230550","","6723","20260123021828"
"7808","Battle_record","230592","","2336","20230404085620"
"7809","Bratz","230594","","52143","20260509025230"
"7810","Robert_K._Merton","230600","","57362","20260426014159"
"7811","Scythe","230613","","23756","20260213024852"
"7812","Braid","230643","","12512","20260503181240"
"7813","Knowledge_transfer","230647","","71231","20260423052832"
"7814","Kutub_al-Lughah","230695","","812","20260129060553"
"7815","Chelsea_Flower_Show","230704","","25571","20260214043846"
"7816","Solera","230708","","11943","20260326004315"
"7817","Serbian_epic_poetry","230740","","27965","20260501195927"
"7818","General_Intelligence_and_Security_Service","230758","","17761","20260414200025"
"7819","Scandinavian_Institute_of_Comparative_Vandalism","230761","","3489","20250921100628"
"7820","Luther_Blissett_(pseudonym)","230786","","61938","20260402175419"
"7821","New_Black_Panther_Party","230811","","49055","20260426041203"
"7822","Big_Bad_Wolf","230827","","44352","20260507213920"
"7823","Haskalah","230829","","47006","20260218162821"
"7824","The_Wild_Thornberrys","230859","","41528","20260423221458"
"7825","Kino-Pravda","230874","","4021","20250718165906"
"7826","Carter_v._Helmsley-Spear_Inc.","230896","","4764","20260212094047"
"7827","Culture_of_Bhutan","230914","","20622","20251128201002"
"7828","Babalon_Working","230945","","82","20250307154924"
"7829","Idea–expression_distinction","230946","","23134","20260423211618"
"7830","Running_of_the_bulls","230955","","43480","20260330112849"
"7831","Zion","231002","","35327","20260508212045"
"7832","Jolly_Roger","231041","","91287","20260507090001"
"7833","Gluttony","231059","","14386","20260424173317"
"7834","Family_planning","231085","","124690","20260506143722"
"7835","Richard_Pryor","231156","","93441","20260414124219"
"7836","Bloomsday","231159","","36300","20260214232556"
"7837","Jean_Baudrillard","231187","","81423","20260416173931"
"7838","Sociotechnical_system","231202","","41351","20260424052208"
"7839","Channel_capacity","231204","","26560","20251115124234"
"7840","Rotational_grazing","231237","","30441","20260119053006"
"7841","Neo_(The_Matrix)","231242","","39975","20260421231012"
"7842","Sephardic_law_and_customs","231349","","47663","20260123065229"
"7843","Citrus_myrtifolia","231362","","4891","20241208072329"
"7844","Bosch_(company)","231364","","72317","20260503192945"
"7845","John_Birch_Society","231378","","114733","20260424100655"
"7846","Mitzvah","231394","","16244","20260215211610"
"7847","Hand_of_Glory","231400","","11497","20260430013530"
"7848","Ringtone","231463","","25932","20260308103243"
"7849","Artistic_gymnastics","231482","","120666","20260424195202"
"7850","Vande_Mataram","231519","","51961","20260506151919"
"7851","NASA_Deep_Space_Network","231522","","49617","20260415053048"
"7852","Software_in_the_Public_Interest","231561","","4692","20260426164347"
"7853","Desi","231570","","23394","20260506064154"
"7854","Henohenomoheji","231590","","4083","20260322225030"
"7855","Uttar_Pradesh","231623","","221089","20260501124143"
"7856","Etrog","231659","","27100","20260415234250"
"7857","Skirt","231676","","40595","20260401094559"
"7858","Norwegian_University_of_Science_and_Technology","231683","","45674","20260408151851"
"7859","Public_holidays_in_Finland","231787","","7518","20251024071114"
"7860","Seismometer","231826","","45316","20260427222325"
"7861","Humility","231943","","50617","20260414154820"
"7862","Shtetl","231961","","29291","20260314162940"
"7863","Rubber_stamp","232031","","12726","20260127212313"
"7864","Candy_cane","232111","","14200","20260224171919"
"7865","Consumer_choice","232167","","46623","20251217222358"
"7866","Convict","232180","","5506","20251114101815"
"7867","Naruto","232190","","103841","20260508183311"
"7868","Aeolian_harp","232235","","20642","20260420164921"
"7869","Sagara_Sangamam","232291","","26305","20260429171320"
"7870","Swathi_Kiranam","232325","","17365","20260303182859"
"7871","Hong_Xiuquan","232343","","33118","20260507213605"
"7872","Butyric_acid","232345","","47154","20260308142938"
"7873","Tang_Sanzang","232372","","13297","20260330171309"
"7874","Qipao","232384","","91129","20260315213313"
"7875","Ditch","232403","","7707","20250916032001"
"7876","Putrefaction","232412","","16363","20251123083922"
"7877","Knowledge_economy","232462","","36363","20260405033411"
"7878","Storm_(Marvel_Comics)","232561","","92815","20260505172227"
"7879","Seven_ages_of_man","232590","","163","20260325190623"
"7880","Infancy","232591","","66","20190725140637"
"7881","1950s_quiz_show_scandals","232599","","35000","20260502040240"
"7882","Gender-blind","232627","","7150","20251017084708"
"7883","Significant_other","232643","","6053","20260404215038"
"7884","Ready-to-wear","232670","","13117","20260223140629"
"7885","Action_fiction","232680","","6733","20260227154619"
"7886","Club_of_Rome","232689","","39033","20260425190306"
"7887","Noble_rot","232741","","11093","20260209063322"
"7888","Botrytis_cinerea","232742","","25644","20260406160601"
"7889","Orders_of_precedence_in_the_United_Kingdom","232762","","17316","20260317084051"
"7890","South_Park:_Bigger,_Longer_&_Uncut","232795","","94653","20260501094056"
"7891","Mathematics_of_paper_folding","232840","","37492","20260129051819"
"7892","Coir","232904","","32377","20260419112516"
"7893","Code-switching","232905","","134097","20260428222057"
"7894","Eyepatch","232917","","29107","20260331200741"
"7895","Lost_Boys_(novel)","232933","","16450","20260324203958"
"7896","War_on_Poverty","232940","","38329","20260409023102"
"7897","Goya_Foods","232964","","25698","20260420075051"
"7898","Blight","233043","","13362","20251020212908"
"7899","Trainspotting_(novel)","233084","","18426","20260330190736"
"7900","Polyvinyl_acetate","233089","","10370","20260309120029"
"7901","Pater_familias","233128","","29678","20260101200914"
"7902","Dana_International","233203","","27620","20260508111028"
"7903","Silica_gel","233234","","28433","20260502022135"
"7904","Martensite","233266","","9044","20260422002159"
"7905","Local_food","233373","","28478","20251121223034"
"7906","List_of_words_having_different_meanings_in_American_and_British_English_(A–L)","233405","","127835","20260507061759"
"7907","Pinking_shears","233458","","3401","20260111011804"
"7908","Minaret","233490","","42581","20260430063755"
"7909","List_of_Puerto_Rican_rums","233539","","9978","20260402170546"
"7910","East_China_Normal_University","233606","","25771","20260409035506"
"7911","Wig","233763","","50679","20260427113818"
"7912","Water_slide","233793","","30244","20260503230021"
"7913","Ultra-high-temperature_processing","233884","","19751","20250924140323"
"7914","List_of_academic_ranks","233885","","95352","20260429082249"
"7915","External_combustion_engine","233944","","3378","20260120015616"
"7916","Anti-pattern","233956","","8430","20260318063202"
"7917","Hostel","233996","","9539","20260209162439"
"7918","Black-footed_ferret","234031","","59109","20260329073704"
"7919","Radiotelephone","234083","","13943","20260331191711"
"7920","List_of_sailors","234135","","16676","20260308141924"
"7921","Seagrass","234143","","117696","20260323074954"
"7922","Product_bundling","234163","","29613","20260113150020"
"7923","Charlie_Watts","234297","","54616","20260404002755"
"7924","Coming_of_age","234368","","50228","20260509002049"
"7925","Aruba_Dushi_Tera","234397","","7257","20250529144805"
"7926","Game_of_the_Century_(chess)","234405","","21170","20260504201033"
"7927","Bathroom","234514","","16038","20260427001759"
"7928","Dowry","234516","","98816","20260421195910"
"7929","Proselytism","234523","","34350","20260430183930"
"7930","National_anthem","234540","","25314","20260220160725"
"7931","Hikaru_no_Go","234554","","34248","20260424135859"
"7932","Real_tennis","234582","","70287","20260409174004"
"7933","Fives","234593","","47356","20260403180651"
"7934","Box_lacrosse","234668","","43165","20260416004023"
"7935","List_of_kings_of_Sparta","234718","","18085","20260316094012"
"7936","Virtuosity","234731","","16949","20260426023014"
"7937","Wild_pitch","234786","","9290","20251020205304"
"7938","Sadness","234796","","26897","20260323165728"
"7939","Grief","234798","","90697","20260412235913"
"7940","Blackboard","234802","","13838","20260505154511"
"7941","Information_design","234824","","12693","20260309192938"
"7942","Tickling","234828","","29734","20260419155740"
"7943","National_Indigenous_Peoples_Day","234952","","9338","20251126035342"
"7944","Middle_school","234954","","51764","20260504013217"
"7945","Psy-Geo-Conflux","234983","","6194","20250215060451"
"7946","Social_movement","234984","","66836","20260327023552"
"7947","Speak_of_the_devil","234999","","2637","20260228022641"
"7948","Most_valuable_player","235000","","26495","20260405234237"
"7949","Thou","235032","","51083","20260508172518"
"7950","Dragon_boat","235082","","27062","20260407031030"
"7951","Chainsaw","235083","","43511","20260505200755"
"7952","Ricky_Martin_(1999_album)","235085","","145873","20260428211602"
"7953","Investiture_Controversy","235106","","57668","20260505124754"
"7954","DNA_paternity_testing","235169","","33705","20260509104700"
"7955","Movie_star","235225","","20839","20260414210345"
"7956","List_of_most_expensive_paintings","235235","","115809","20260503144335"
"7957","Brass_rubbing","235247","","3792","20250829193627"
"7958","Wrench","235255","","31696","20260322163459"
"7959","Eel_Pie_Island","235263","","19800","20251109123137"
"7960","Walk-in_(concept)","235304","","6877","20260212211247"
"7961","Tent","235363","","55521","20260503175121"
"7962","Mother_India","235406","","84867","20260421120428"
"7963","National_anthem_of_Guatemala","235412","","22403","20260404074945"
"7964","Nine_Worthies","235450","","18473","20260404184325"
"7965","Panchatantra","235524","","78769","20260506230159"
"7966","Boredom","235534","","37225","20260422001217"
"7967","Canopic_jar","235539","","19334","20260318193603"
"7968","Tom_Clancy's_Net_Force","235551","","8307","20251211210557"
"7969","Fatigue","235562","","124667","20260426071340"
"7970","Rubber-hose_cryptanalysis","235585","","190","20240817145951"
"7971","Animated_series","235604","","13632","20260405174037"
"7972","Goulash","235662","","22627","20260429122304"
"7973","Elegance","235721","","6298","20251004121131"
"7974","Ouroboros","235876","","35315","20260419070609"
"7975","Outsourcing","235890","","123670","20260501094759"
"7976","Submersible_pump","235893","","11844","20250926185906"
"7977","Borehole","235902","","10671","20260203141926"
"7978","List_of_Swedish_cultural_institutions","235906","","3200","20250905054909"
"7979","Numerical_sight-singing","235958","","3363","20190504153151"
"7980","Tipi","236010","","22406","20260124050107"
"7981","Pioneer_plaque","236268","","21940","20260428093729"
"7982","The_Tay_Bridge_Disaster","236289","","7822","20260119040054"
"7983","Zoot_Suit_Riots","236293","","44525","20260504131054"
"7984","Pseudodoxia_Epidemica","236299","","7429","20260113092444"
"7985","Piggy_bank","236305","","7240","20260421091342"
"7986","Hostile_work_environment","236325","","9393","20251224202250"
"7987","Sexual_harassment","236331","","287803","20260501022233"
"7988","Street_performance","236424","","47142","20260424085445"
"7989","Slavic_studies","236430","","29843","20260321001920"
"7990","Run_batted_in","236469","","11339","20260421225148"
"7991","Coat_of_arms_of_the_Philippines","236486","","28052","20260222150350"
"7992","Filipino_language","236489","","45863","20260509043731"
"7993","Ivan_Illich","236515","","42570","20260418095903"
"7994","Tithi","236524","","8584","20260225170624"
"7995","Ior_Bock","236543","","17154","20260506182710"
"7996","Coracle","236609","","26876","20260409061016"
"7997","Ta'xet","236628","","1635","20250904055034"
"7998","Tia_(goddess)","236630","","709","20250904061806"
"7999","Mountain_man","236646","","27268","20260129130038"
"8000","Mallrats","236651","","35644","20260416182729"
"8001","Androgen","236666","","29864","20260308054413"
"8002","Root_vegetable","236695","","7035","20260424205046"
"8003","Mahavira","236750","","91373","20260508120040"
"8004","Porthos","236800","","5578","20260331181450"
"8005","Athos_(character)","236811","","9106","20260331181532"
"8006","Aramis","236817","","9290","20260209201326"
"8007","Israeli_new_shekel","236825","","39209","20260429134917"
"8008","Interest_rate_swap","236849","","33244","20260418074842"
"8009","Dictaphone","236851","","15977","20251129154536"
"8010","Forward_rate_agreement","236859","","7498","20260127101309"
"8011","Interest_rate_cap_and_floor","236893","","11984","20251214004215"
"8012","Negative_capability","236895","","24222","20260314005712"
"8013","Utah_teapot","236964","","22021","20260125200911"
"8014","Interview","236975","","14728","20260317082755"
"8015","Crispus","237109","","14220","20260419225722"
"8016","Arcade_(architecture)","237122","","19437","20260217035612"
"8017","What_would_Jesus_do?","237137","","13103","20251008171541"
"8018","Design_choice","237141","","1517","20250919095416"
"8019","Charles_Fourier","237186","","37399","20260416030513"
"8020","Sustainable_living","237192","","87464","20260401111144"
"8021","Euronews","237193","","96451","20260501203931"
"8022","Forklift","237199","","55131","20260423103802"
"8023","AspectJ","237214","","13251","20250921002146"
"8024","Portable_stove","237243","","36954","20260408030031"
"8025","Emile_Berliner","237254","","18995","20260315152508"
"8026","Lantern","237275","","25914","20260418075914"
"8027","Te_Deum","237339","","28597","20260331181639"
"8028","National_colours","237365","","92908","20260427200108"
"8029","National_symbol","237373","","3706","20260223000634"
"8030","Designer_jeans","237400","","142","20231213192048"
"8031","Conventional_wisdom","237460","","3967","20250622181224"
"8032","Headhunting","237500","","57896","20260331034807"
"8033","Yip_Harburg","237601","","33004","20260323101613"
"8034","Saccharomyces_cerevisiae","237704","","80140","20260428181151"
"8035","Swiss_Psalm","237780","","24184","20260505152252"
"8036","Chaturanga","237797","","20343","20260509100829"
"8037","Immanence","237890","","25302","20251008203020"
"8038","Finland's_language_strife","237901","","10790","20251201125414"
"8039","Votic_language","238043","","27583","20260130130712"
"8040","Lar_Gand","238071","","32918","20260312134457"
"8041","Real_life","238114","","9612","20260429172659"
"8042","Grey_heron","238196","","36694","20260429031318"
"8043","Biltong","238209","","22300","20260504023746"
"8044","Letters_patent","238216","","10717","20260507175842"
"8045","Prom","238231","","84080","20260429142700"
"8046","Centennial_Olympic_Park_bombing","238266","","25110","20260508193940"
"8047","Short-finned_eel","238376","","21539","20260218031304"
"8048","Chimney","238377","","35905","20260319104153"
"8049","Bartholomew_Roberts","238512","","41783","20260503082746"
"8050","Nitrogen_dioxide","238528","","29691","20260413135149"
"8051","Mobile_Suit_Gundam_0083:_Stardust_Memory","238565","","53457","20260405015627"
"8052","Lonesome_Dove_series","238572","","18017","20260314234919"
"8053","Walkway","238658","","3720","20251216155716"
"8054","Sona_(constructed_language)","238672","","19961","20260504204006"
"8055","Simplicity","238682","","12601","20260406070217"
"8056","Loebner_Prize","238725","","24940","20251125021132"
"8057","Le_Lion_rouge","238753","","7553","20260220185210"
"8058","Ghostwriter","238777","","41330","20260506210758"
"8059","Geas","238852","","10437","20260307025943"
"8060","Speed_Racer","238871","","72739","20260221012742"
"8061","Marbleizing","238893","","4970","20260326130557"
"8062","McDonaldization","238894","","15422","20260411202253"
"8063","Blues_Brothers_2000","238906","","20803","20260420212158"
"8064","Water_balloon","238908","","14080","20260109063720"
"8065","Crimson","238911","","17111","20251206132919"
"8066","Warrior","238966","","8624","20260505154845"
"8067","Dip_pen","238972","","22218","20260326090150"
"8068","Honey_locust","238979","","55925","20260403095340"
"8069","Phrasing_(DJ)","238988","","983","20260309002712"
"8070","Cultural_control","239032","","1353","20260310041333"
"8071","FUBU","239039","","9878","20260405171304"
"8072","Butthole_Surfers","239057","","61679","20260509053309"
"8073","BitTorrent","239098","","89739","20260411132307"
"8074","Sleeping_bag","239103","","15086","20260102014412"
"8075","Vandread","239108","","14331","20260326034230"
"8076","Abrus_precatorius","239122","","27792","20260406133426"
"8077","Privet","239125","","9475","20251021203221"
"8078","Pentaprism","239136","","5018","20260206113559"
"8079","Muzak","239195","","27187","20260330175713"
"8080","Oath_Against_Modernism","239229","","4600","20251015102239"
"8081","Religious_terrorism","239287","","14102","20260325234325"
"8082","John_Wallis","239290","","41246","20260401004342"
"8083","Vladimir_K._Zworykin","239419","","29790","20260415002057"
"8084","Servant_leadership","239439","","44063","20260425024210"
"8085","Old_Firm","239465","","233705","20260505092140"
"8086","Morocco_in_the_Eurovision_Song_Contest","239475","","11052","20260405090048"
"8087","Lescarbot_Award","239482","","1687","20260314014239"
"8088","The_Order_(white_supremacist_group)","239571","","41780","20260422110619"
"8089","Shaolin_kung_fu","239585","","29477","20260507172807"
"8090","Carmen_Arvale","239773","","18723","20260116114945"
"8091","Carmen_Saliare","239782","","10554","20240417170523"
"8092","Easter_egg_(media)","239803","","54795","20260418151904"
"8093","Windlass","239807","","8849","20260207184714"
"8094","Ogre","239835","","14803","20260501140747"
"8095","Distribution_(marketing)","239863","","24968","20260501193600"
"8096","Tap_water","239918","","15253","20260325140114"
"8097","Bunt_(baseball)","239919","","13751","20260505042630"
"8098","In_necessariis_unitas,_in_dubiis_libertas,_in_omnibus_caritas","239951","","7847","20260115225650"
"8099","Odium_theologicum","239953","","4373","20250921211519"
"8100","Extra_Ecclesiam_nulla_salus","239957","","36715","20260324063951"
"8101","Stirrup","239976","","33954","20260427134511"
"8102","La_Géométrie","239981","","10525","20260426181743"
"8103","Butch_and_femme","240046","","60155","20260428193622"
"8104","Masculinity","240058","","149327","20260502065534"
"8105","Media_literacy","240072","","66156","20260429234601"
"8106","Weekend_Update","240079","","63037","20260401035315"
"8107","Grey_market","240127","","47012","20260325184708"
"8108","Corked_bat","240158","","11314","20251230183925"
"8109","The_Turn_of_the_Screw","240335","","51613","20260501024224"
"8110","The_Rose_(film)","240369","","18194","20260409143146"
"8111","Resurrection_(1980_film)","240370","","22898","20260225072902"
"8112","Glossary_of_English-language_idioms_derived_from_baseball","240465","","80614","20260507184448"
"8113","Carbonated_water","240561","","37912","20260507140903"
"8114","Market_research","240583","","29925","20260420201042"
"8115","Awkward_squad","240588","","4208","20260323170502"
"8116","Jürgen_Möllemann","240606","","10023","20241218194122"
"8117","Aegukga","240633","","18576","20260409065630"
"8118","Parental_supervision","240663","","6424","20250806070134"
"8119","Lisa's_Rival","240712","","13791","20251220032842"
"8120","Netochka_Nezvanova_(author)","240716","","16130","20250902042720"
"8121","Tangerine","240717","","13950","20260507053627"
"8122","Strike_price","240732","","4882","20260506060636"
"8123","Shrubbery","240852","","13708","20260430000437"
"8124","Mosuo","240869","","50334","20260507211833"
"8125","Sleeping_pad","240904","","6831","20260418040220"
"8126","International_Boxing_Federation","241038","","15490","20260423045339"
"8127","Carbon_tetrachloride","241047","","49576","20260503133036"
"8128","Notting_Hill_Carnival","241103","","52834","20260327104102"
"8129","Weird_Science_(film)","241171","","20110","20260226024302"
"8130","Bellows","241247","","14199","20260129193723"
"8131","Femme","241255","","29180","20260401162920"
"8132","Orient","241261","","22361","20260218170102"
"8133","Colophon_(publishing)","241268","","18797","20260221122457"
"8134","Agricultural_fencing","241376","","24247","20260505152328"
"8135","Livonian_language","241377","","43889","20260322013153"
"8136","Palestine","241405","","261196","20260506210130"
"8137","Phi_phenomenon","241510","","22617","20251004160004"
"8138","Dutch_Golden_Age","241517","","58151","20260427205425"
"8139","Iguvine_Tablets","241533","","81133","20260502141439"
"8140","Milkshake","241554","","23250","20260507200715"
"8141","Oreo","241559","","83194","20260506040642"
"8142","Black_magic","241617","","16103","20260228205953"
"8143","Marketing_management","241637","","21260","20260311131623"
"8144","Cochlear_implant","241649","","78447","20260423101040"
"8145","LaTeX_Project_Public_License","241657","","4721","20250830024327"
"8146","Connoisseur","241669","","8280","20251117122100"
"8147","Terence_McKenna","241681","","88047","20260416160005"
"8148","Youth_International_Party","241701","","150504","20260408152328"
"8149","Dievs,_svētī_Latviju!","241745","","8234","20260504170256"
"8150","King_Snake","241775","","5406","20250803070628"
"8151","Tetrachloroethylene","241777","","36984","20260505081034"
"8152","Animatism","241787","","2903","20250528104435"
"8153","Speedo","241853","","59084","20260324201832"
"8154","Penal_transportation","241953","","68189","20260327112452"
"8155","Annals_of_Improbable_Research","241965","","5050","20251221210857"
"8156","Jean-François_Lyotard","241981","","67482","20260502141727"
"8157","Outline_of_organic_gardening_and_farming","242157","","7989","20251110184403"
"8158","Museum_Island","242177","","15342","20260412212925"
"8159","Emma,_Lady_Hamilton","242203","","58256","20260506235612"
"8160","Sex_show","242222","","11841","20260319081146"
"8161","Tetralogy_of_Fallot","242284","","83783","20260101054756"
"8162","Panama_Lewis","242315","","8474","20260228101651"
"8163","Peronism","242379","","236258","20260507124118"
"8164","Vizier","242409","","23731","20260427065315"
"8165","Jinong","242479","","2350","20251214170309"
"8166","Diffusion_(business)","242495","","5277","20250220202756"
"8167","Robe","242527","","4019","20260107195653"
"8168","Sports_memorabilia","242544","","7551","20250726014432"
"8169","Primary_Colors_(novel)","242555","","14609","20260318215046"
"8170","Griddle","242561","","10092","20260509102636"
"8171","Personalized_marketing","242568","","21408","20260430004229"
"8172","Ruth_Westheimer","242570","","130736","20260505161900"
"8173","Fisherman","242592","","10380","20260330173424"
"8174","Virtual_pet","242602","","18405","20260410165735"
"8175","Rite_of_passage","242617","","26419","20260405170213"
"8176","Míl_Espáine","242633","","10798","20260314135413"
"8177","Toaster","242672","","22725","20260313023330"
"8178","Hall_effect_sensor","242674","","36707","20260421222045"
"8179","Mpox","242702","","91594","20260509012047"
"8180","Outline_of_academic_disciplines","242710","","87589","20260501050458"
"8181","Nurse_crop","242786","","3669","20260407200537"
"8182","List_of_defunct_and_relocated_National_Hockey_League_teams","242798","","29980","20260329225000"
"8183","Muscarine","242835","","19124","20260407003424"
"8184","Music_of_Finland","242838","","55450","20260508084822"
"8185","Rose_is_a_rose_is_a_rose_is_a_rose","242844","","4185","20260322181237"
"8186","Futures_contract","242855","","52629","20260411064252"
"8187","Music_of_Haiti","242920","","21905","20260209103526"
"8188","Skywalker_family","242925","","57817","20260505095142"
"8189","A_Moveable_Feast","243025","","29490","20260202195904"
"8190","Caligula_(film)","243204","","64638","20260427110558"
"8191","Glossopharyngeal_nerve","243327","","19039","20260214043856"
"8192","Forward_contract","243379","","23727","20260326013249"
"8193","Infosys","243401","","55228","20260427014127"
"8194","Eclecticism_in_art","243421","","3152","20250301194639"
"8195","Nimrod","243471","","50025","20260413155219"
"8196","Equity_derivative","243480","","4875","20250902113042"
"8197","Nefertiti_Bust","243495","","46642","20260508144533"
"8198","Community-supported_agriculture","243515","","38405","20260504044227"
"8199","Chaperone_(social)","243659","","8078","20260504150337"
"8200","Nyyrikki","243675","","4987","20250728150037"
"8201","Menninkäinen","243676","","1739","20260115221707"
"8202","The_Puttermans","243679","","7302","20260122122349"
"8203","Multiracial_people","243749","","72858","20260508203033"
"8204","Tibetic_languages","243781","","42979","20260406164219"
"8205","Ustaše","243927","","142982","20260507222824"
"8206","Phytohaemagglutinin","244027","","9835","20250923124228"
"8207","List_of_men's_magazines","244035","","11134","20260314201043"
"8208","British_ensign","244053","","21339","20260508205041"
"8209","Free_party","244056","","25289","20260403192257"
"8210","Interstellar_ark","244071","","4802","20260223083548"
"8211","Moment_of_silence","244074","","29657","20260308193607"
"8212","Global_financial_system","244078","","105047","20260204223534"
"8213","Law_of_Jante","244111","","13273","20260213221846"
"8214","Androcentrism","244119","","37959","20260314112934"
"8215","Bossa_nova","244126","","29509","20260426151623"
"8216","Greater_East_Asia_Co-Prosperity_Sphere","244149","","58179","20260420140204"
"8217","Happy_Birthday,_Cookie_Monster","244158","","2288","20260308224249"
"8218","Communal_reinforcement","244167","","4992","20230311183135"
"8219","Harrowsmith_Magazine","244189","","5723","20260421182824"
"8220","Stripper","244207","","59206","20260507144141"
"8221","Shapeshifting","244219","","68578","20260429210536"
"8222","More_Irish_than_the_Irish_themselves","244230","","10979","20241206174654"
"8223","Oregon_Country_Fair","244239","","19535","20250827015141"
"8224","Imperial_examination","244479","","186621","20260507221621"
"8225","Bizarro","244500","","53369","20260427041819"
"8226","Frieza","244543","","54423","20260427140103"
"8227","Coq_au_vin","244551","","5963","20260502174210"
"8228","Open_Content_License","244566","","6848","20260413120822"
"8229","Ancient_Tombs_at_Longtou_Mountain","244597","","10788","20260418191327"
"8230","Multiple_cropping","244680","","3125","20260407200518"
"8231","List_of_awards_for_supporting_actor","244687","","8983","20251020183403"
"8232","30–30_club","244737","","47760","20260424171058"
"8233","Curse","244774","","20302","20260424135625"
"8234","Road_crew","244999","","18701","20260429113900"
"8235","Mars_Inc.","245067","","69865","20260423190720"
"8236","The_School_of_Night","245073","","10740","20260226140924"
"8237","From_the_Earth_to_the_Moon","245137","","16754","20260414000951"
"8238","Menes","245189","","29560","20260505124337"
"8239","Free_Press","245202","","2158","20251227101515"
"8240","Chess_prodigy","245303","","15037","20260327042530"
"8241","Child_prodigy","245471","","26286","20260429184447"
"8242","Mandatory_labelling","245529","","4360","20250929150729"
"8243","Retrofuturism","245601","","40519","20260408212538"
"8244","Tin_Pan_Alley","245614","","42223","20260508151507"
"8245","Clan","245632","","17739","20260501171917"
"8246","Caodaism","245650","","44574","20260426170026"
"8247","Kilroy_was_here","245693","","33897","20260506172603"
"8248","Creative_Commons_license","245719","","76754","20260426064917"
"8249","Aureola","245775","","11814","20260307151856"
"8250","Ankh","245791","","25624","20260419033841"
"8251","Music_of_Tanzania","245835","","57741","20260423231740"
"8252","Music_of_Bangladesh","245850","","32977","20260427002722"
"8253","Ephedra_(medicine)","245878","","32090","20251007022908"
"8254","Self-driving_car","245926","","148345","20260507194411"
"8255","Meronymy_and_holonymy","245986","","2454","20260302074003"
"8256","Charity_(Christian_virtue)","245992","","10586","20260324191440"
"8257","Box_set","246038","","6465","20260325133852"
"8258","Forgiveness","246042","","98723","20260430090948"
"8259","Kirpi","246071","","878","20240626094759"
"8260","Credit_union","246079","","32579","20260423194640"
"8261","Superhuman","246184","","25173","20260505190655"
"8262","Graham_Hill","246186","","102615","20260307164036"
"8263","FindSounds","246274","","1855","20251230001610"
"8264","Gore-Tex","246289","","29442","20260508125544"
"8265","Manos:_The_Hands_of_Fate","246355","","47907","20260503083356"
"8266","World_War_I_in_literature","246372","","44008","20260421082541"
"8267","Music_of_Morocco","246384","","13037","20260502111743"
"8268","Music_of_South_Africa","246411","","110788","20260329224339"
"8269","Beothuk","246429","","39992","20260507162341"
"8270","Music_of_Senegal","246432","","13376","20260119175207"
"8271","Music_of_Sierra_Leone","246438","","7806","20241216170628"
"8272","Music_of_Mali","246442","","33387","20260420033358"
"8273","Golden_rice","246458","","41601","20260508093121"
"8274","Silage","246507","","26339","20260217150810"
"8275","Near-beer","246529","","195","20210402145036"
"8276","Homesteading","246532","","8895","20250615055909"
"8277","Cajun_music","246576","","19351","20250717001252"
